timestamp,station_id,station_name,latitude,longitude,elevation_m,T_clean,P_clean,RH_clean,T_obs,P_obs,RH_obs,T_dew,dew_point_spread,rh_supersat_excess,phys_violation_flag,phys_bounds_flag,phys_cospike_flag,temp_step_zscore,pres_step_zscore,rh_step_zscore,is_frozen_flag,temporal_anomaly_score,T_idw,P_idw,RH_idw,T_spatial_resid,P_spatial_resid,RH_spatial_resid,spatial_divergence_score,predicted_class,predicted_fault,fault_confidence,is_fault,fault_class,affected_channel,event_context,severity,T_imputed,P_imputed,RH_imputed,qc_flag
2023-05-01 10:00:00+00:00,42921099999,"NASIK CITY, IN",19.9666666,73.8166666,598.0,27.83,1001.17,44.06,27.83,1001.17,44.06,14.495234315815967,13.334765684184031,0.0,0.0,0.0,0.0,-0.10256744935409484,0.20863539719068963,0.5748194015033015,0.0,0.11609828630989616,31.64599953889771,1005.3500301428271,47.59821400100962,-3.81599953889771,-4.18003014282715,-3.538214001009621,0.7954258653838234,0,NONE,0.9883641776033425,0,NONE,NONE,NORMAL,0.0,27.83,1001.17,44.06,FLAG_ORIGINAL_VALID
2023-05-01 11:00:00+00:00,42921099999,"NASIK CITY, IN",19.9666666,73.8166666,598.0,28.17,1000.73,44.06,28.17,1000.73,44.06,14.802617361947412,13.36738263805259,0.0,0.0,0.0,0.0,0.19173794955752033,0.38629555979977015,0.3054118377339118,0.0,0.13891052044573038,31.290717936404814,1005.1943994582386,46.8919609237121,-3.1207179364048123,-4.464399458238631,-2.8319609237120957,0.9559114263406759,0,NONE,0.9872447093662029,0,NONE,NONE,NORMAL,0.0,28.17,1000.73,44.06,FLAG_ORIGINAL_VALID
2023-05-01 12:00:00+00:00,42921099999,"NASIK CITY, IN",19.9666666,73.8166666,598.0,28.5,1000.3,44.06,28.5,1000.3,44.06,15.100923528732498,13.399076471267502,0.0,0.0,0.0,0.0,0.9880985425368113,1.0473848029124817,-0.990055450568289,0.0,0.1843454546732577,30.62637849070247,1004.8781577628544,52.39813476305754,-2.1263784907024714,-4.578157762854403,-8.338134763057539,1.1692029094223335,0,NONE,0.989226031351073,0,NONE,NONE,NORMAL,0.0,28.5,1000.3,44.06,FLAG_ORIGINAL_VALID
2023-05-01 13:00:00+00:00,42921099999,"NASIK CITY, IN",19.9666666,73.8166666,598.0,27.67,1001.03,41.97,27.67,1001.03,41.97,13.601798507995952,14.06820149200405,0.0,0.0,0.0,0.0,-1.807124921827979,2.2173247920384496,-2.110702819031339,0.0,0.49792073313844487,29.664696939402084,1005.4459694208261,56.34223103262405,-1.9946969394020826,-4.415969420826173,-14.37223103262405,1.1543199273764764,0,NONE,0.983527216616043,0,NONE,NONE,NORMAL,0.0,27.67,1001.03,41.97,FLAG_ORIGINAL_VALID
2023-05-01 14:00:00+00:00,42921099999,"NASIK CITY, IN",19.9666666,73.8166666,598.0,26.83,1001.77,39.95,26.83,1001.77,39.95,12.095427744420002,14.734572255579996,0.0,0.0,0.0,0.0,-1.3174562039912125,1.417849764305011,-1.3443687475316108,0.0,0.3235451578605183,29.18175468861928,1005.8561795002327,56.55387852596911,-2.3517546886192804,-4.086179500232674,-16.603878525969108,1.5172967297717612,0,NONE,0.9897494828912026,0,NONE,NONE,NORMAL,0.0,26.83,1001.77,39.95,FLAG_ORIGINAL_VALID
2023-05-01 15:00:00+00:00,42921099999,"NASIK CITY, IN",19.9666666,73.8166666,598.0,26.0,1002.5,38.0,26.0,1002.5,38.0,10.60013745443684,15.39986254556316,0.0,0.0,0.0,0.0,-0.9942532494035153,0.9942532494035249,-0.9298268764203591,0.0,0.20596680815585233,28.69275142355511,1006.6603303013226,58.460332931470646,-2.6927514235551087,-4.160330301322574,-20.460332931470646,1.6169674623412955,0,NONE,0.9894879519421742,0,NONE,NONE,NORMAL,0.0,26.0,1002.5,38.0,FLAG_ORIGINAL_VALID
2023-05-01 16:00:00+00:00,42921099999,"NASIK CITY, IN",19.9666666,73.8166666,598.0,25.5,1003.13,43.61,25.5,1003.13,43.61,12.23160459314527,13.26839540685473,0.0,0.0,0.0,0.0,-0.21274129760488195,0.5618997059516447,2.106775709865836,0.0,0.21646927893067847,28.384314092327724,1007.3651698388026,61.70342966386555,-2.884314092327724,-4.2351698388025625,-18.09342966386555,1.5639311313650504,0,NONE,0.9927730270334701,0,NONE,NONE,NORMAL,0.0,25.5,1003.13,43.61,FLAG_ORIGINAL_VALID
2023-05-01 17:00:00+00:00,42921099999,"NASIK CITY, IN",19.9666666,73.8166666,598.0,25.0,1003.77,50.0,25.0,1003.77,50.0,13.867617050260344,11.132382949739656,0.0,0.0,0.0,0.0,0.06880335947627592,0.3165444689164211,1.4912556882185724,0.0,0.1279002736109195,28.081937775381704,1007.6730592223682,65.13482812334406,-3.0819377753817037,-3.903059222368256,-15.134828123344064,1.4700005971459378,0,NONE,0.9908222151426263,0,NONE,NONE,NORMAL,0.0,25.0,1003.77,50.0,FLAG_ORIGINAL_VALID
2023-05-01 18:00:00+00:00,42921099999,"NASIK CITY, IN",19.9666666,73.8166666,598.0,24.5,1004.4,57.24,24.5,1004.4,57.24,15.499473097239958,9.000526902760042,0.0,0.0,0.0,0.0,0.9998000599799944,-1.0619572985598678,1.1886109800900249,0.0,0.1313086884734277,27.773500444154315,1008.2597291882888,77.93444491306876,-3.2735004441543154,-3.8597291882888385,-20.694444913068757,0.8422396015699727,0,NONE,0.990688051869938,0,NONE,NONE,NORMAL,0.0,24.5,1004.4,57.24,FLAG_ORIGINAL_VALID
2023-05-01 19:00:00+00:00,42921099999,"NASIK CITY, IN",19.9666666,73.8166666,598.0,24.23,1003.9,57.67,24.23,1003.9,57.67,15.36380303266996,8.86619696733004,0.0,0.0,0.0,0.0,1.5007024010414827,-2.2239795040794323,-0.5593127976568909,0.0,0.23371961704174526,27.34468582370241,1007.9338092859273,68.97951724945882,-3.114685823702409,-4.033809285927305,-11.309517249458821,1.4462908651286022,0,NONE,0.990815988075013,0,NONE,NONE,NORMAL,0.0,24.23,1003.9,57.67,FLAG_ORIGINAL_VALID
2023-05-01 20:00:00+00:00,42921099999,"NASIK CITY, IN",19.9666666,73.8166666,598.0,23.97,1003.4,58.1,23.97,1003.4,58.1,15.236259100690598,8.733740899309401,0.0,0.0,0.0,0.0,1.1415813139501902,-1.4114213847552861,-0.7389676839544477,0.0,0.08924206950410551,26.528033645668348,1007.8805668018192,72.68296916658981,-2.558033645668349,-4.480566801819236,-14.582969166589812,1.2925423481970015,0,NONE,0.9913091991805169,0,NONE,NONE,NORMAL,0.0,23.97,1003.4,58.1,FLAG_ORIGINAL_VALID
2023-05-01 21:00:00+00:00,42921099999,"NASIK CITY, IN",19.9666666,73.8166666,598.0,23.7,1002.9,58.54,23.7,1002.9,58.54,15.100805570355428,8.599194429644571,0.0,0.0,0.0,0.0,0.9710323125618073,-0.9999826994109137,-0.9856320127004639,0.0,0.0968198524855457,26.020439310843738,1007.2789178991533,73.8112310047505,-2.3204393108437387,-4.3789178991532935,-15.271231004750497,1.0000236527036974,0,NONE,0.9911249198163168,0,NONE,NONE,NORMAL,0.0,23.7,1002.9,58.54,FLAG_ORIGINAL_VALID
