"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","AZ1","AZ2","GA1","GA2","GA3","GA4","GE1","GF1","KA1","KA2","MA1","MD1","MW1","REM","EQD"
"42170099999","2025-01-06T15:00:00","4","28.25","74.9166666","291.0","CHURU, IN","FM-12","99999","V020","320,1,N,0005,1","99999,9,9,N","002000,1,9,9","+0118,1","+0081,1","10190,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,,,"9,9,999,9,+023,1","05,1","SYN05242170 31995 03201 10118 20081 40190 70500 333 58023=",
"42170099999","2025-01-06T18:00:00","4","28.25","74.9166666","291.0","CHURU, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","001000,1,9,9","+0102,1","+0090,1","10200,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,,,"9,9,999,9,+023,1","10,1","SYN05242170 31994 00000 10102 20090 40200 71000 333 58023=",
"42170099999","2025-01-06T21:00:00","4","28.25","74.9166666","291.0","CHURU, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","001000,1,9,9","+0088,1","+0080,1","10197,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,,,"9,9,999,9,+025,1","10,1","SYN05242170 31994 00000 10088 20080 40197 71000 333 58025=",
"42170099999","2025-01-07T00:00:00","4","28.25","74.9166666","291.0","CHURU, IN","FM-12","99999","V020","320,1,N,0010,1","00120,1,W,N","000500,1,9,9","+0098,1","+0090,1","10200,1",,"4,1,02,1","0,1,02,1",,,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,+028,1","45,1","SYN05842170 31/93 93202 10098 20090 40200 74540 333 58028 89/99=",
"42170099999","2025-01-07T03:00:00","4","28.25","74.9166666","291.0","CHURU, IN","FM-12","99999","V020","270,1,N,0005,1","00120,1,W,N","000500,1,9,9","+0112,1","+0100,1","10211,1",,"4,1,02,1","4,1,02,1",,,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9","240,M,+0194,1","240,N,+0086,1",,"9,9,999,9,+020,1","45,1","SYN07442170 31/93 92701 10112 20100 40211 74544 333 10194 20086 58020 555 10000=",
"42170099999","2025-01-07T06:00:00","4","28.25","74.9166666","291.0","CHURU, IN","FM-12","99999","V020","320,1,N,0005,1","99999,9,9,N","002000,1,9,9","+0156,1","+0094,1","10215,1",,"4,1,02,1","4,1,02,1",,,,,,,,,,,,"9,9,999,9,+016,1","05,1","SYN05242170 31995 03201 10156 20094 40215 70544 333 58016=",
"42170099999","2025-01-07T09:00:00","4","28.25","74.9166666","291.0","CHURU, IN","FM-12","99999","V020","360,1,N,0021,1","99999,9,9,N","002000,1,9,9","+0194,1","+0062,1","10174,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,,,"9,9,999,9,+006,1","05,1","SYN05242170 31995 03604 10194 20062 40174 70500 333 58006=",
"42170099999","2025-01-07T12:00:00","4","28.25","74.9166666","291.0","CHURU, IN","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0178,1","+0060,1","10169,1",,"0,1,02,1","0,1,02,1",,,,,,,,,"240,M,+0200,1",,,"9,9,999,9,+002,1","05,1","SYN05842170 31995 03602 10178 20060 40169 70500 333 10200 58002=",
"42170099999","2025-01-07T15:00:00","4","28.25","74.9166666","291.0","CHURU, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0110,1","+0063,1","10186,1",,,,,,,,,,,,,,,"9,9,999,9,-005,1",,"SYN04642170 32996 00000 10110 20063 40186 333 59005=",
"42170099999","2025-01-07T18:00:00","4","28.25","74.9166666","291.0","CHURU, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0076,1","+0054,1","10191,1",,,,,,,,,,,,,,,"9,9,999,9,-012,1",,"SYN04642170 32996 00000 10076 20054 40191 333 59012=",
"42170099999","2025-01-07T21:00:00","4","28.25","74.9166666","291.0","CHURU, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0060,1","+0046,1","10174,1",,,,,,,,,,,,,,,"9,9,999,9,-026,1",,"SYN04642170 32996 00000 10060 20046 40174 333 59026=",
"42170099999","2025-01-08T00:00:00","4","28.25","74.9166666","291.0","CHURU, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0046,1","+0036,1","10169,1",,,,,,,,,,,,,,,"9,9,999,9,-036,1",,"SYN04642170 32996 00000 10046 20036 40169 333 59036=",
"42170099999","2025-01-08T03:00:00","4","28.25","74.9166666","291.0","CHURU, IN","FM-12","99999","V020","180,1,N,0005,1","99999,9,9,N","004000,1,9,9","+0062,1","+0034,1","10189,1",,,,,,,,,,,,"240,M,+0200,1","240,N,+0040,1",,"9,9,999,9,-028,1",,"SYN06842170 32996 01801 10062 20034 40189 333 10200 20040 59028 555 10000=",
"42170099999","2025-01-08T06:00:00","4","28.25","74.9166666","291.0","CHURU, IN","FM-12","99999","V020","270,1,N,0005,1","99999,9,9,N","004000,1,9,9","+0190,2","+0039,1","10184,1",,,,,,,,,,,,,,,"9,9,999,9,-026,1",,"SYN04642170 32996 02701 10190 20039 40184 333 59026=",
"42170099999","2025-01-08T09:00:00","4","28.25","74.9166666","291.0","CHURU, IN","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0222,1","+0043,1","10147,1",,,,,,,,,,,,,,,"9,9,999,9,-023,1",,"SYN04642170 32996 03602 10222 20043 40147 333 59023=",
"42170099999","2025-01-08T12:00:00","4","28.25","74.9166666","291.0","CHURU, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0208,1","+0082,1","10145,1",,,,,,,,,,,,,,,"9,9,999,9,-020,1",,"SYN05242170 32996 00000 10208 20082 40145 333 10237 59020=",
"42170099999","2025-01-08T15:00:00","4","28.25","74.9166666","291.0","CHURU, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0122,1","+0077,1","10168,1",,,,,,,,,,,,,,,"9,9,999,9,-015,1",,"SYN04642170 32996 00000 10122 20077 40168 333 59015=",
"42170099999","2025-01-08T18:00:00","4","28.25","74.9166666","291.0","CHURU, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0090,1","+0055,1","10178,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,,,"9,9,999,9,-011,1","05,1","SYN05242170 31995 00000 10090 20055 40178 70500 333 59011=",
"42170099999","2025-01-08T21:00:00","4","28.25","74.9166666","291.0","CHURU, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0074,1","+0047,1","10161,1",,"0,1,02,1","0,1,02,1",,,,,,,,,,,,"9,9,999,9,-010,1","05,1","SYN05242170 31995 00000 10074 20047 40161 70500 333 59010=",
